"","Human.Symbol","Homologene_ID","None","Mouse.Symbol","hg19","mm10"
"mm10_Hoxc13","HOXC13",7770,"yes","Hoxc13","hg19_HOXC13","mm10_Hoxc13"
"mm10_Hoxc4","HOXC4",8408,"yes","Hoxc4","hg19_HOXC4","mm10_Hoxc4"
"mm10_Hoxc5","HOXC5",41296,"yes","Hoxc5","hg19_HOXC5","mm10_Hoxc5"
"mm10_Hoxc6","HOXC6",19533,"yes","Hoxc6","hg19_HOXC6","mm10_Hoxc6"
"mm10_Hoxc8","HOXC8",130642,"yes","Hoxc8","hg19_HOXC8","mm10_Hoxc8"
"mm10_Hoxc9","HOXC9",130558,"yes","Hoxc9","hg19_HOXC9","mm10_Hoxc9"
"mm10_Hoxd1","HOXD1",7772,"yes","Hoxd1","hg19_HOXD1","mm10_Hoxd1"
"mm10_Hoxd10","HOXD10",1619,"yes","Hoxd10","hg19_HOXD10","mm10_Hoxd10"
"mm10_Hoxd11","HOXD11",7368,"yes","Hoxd11","hg19_HOXD11","mm10_Hoxd11"
"mm10_Hoxd12","HOXD12",7369,"yes","Hoxd12","hg19_HOXD12","mm10_Hoxd12"
"mm10_Hoxd13","HOXD13",20147,"yes","Hoxd13","hg19_HOXD13","mm10_Hoxd13"
"mm10_Hoxd3","HOXD3",5034,"yes","Hoxd3","hg19_HOXD3","mm10_Hoxd3"
"mm10_Hoxd4","HOXD4",7773,"yes","Hoxd4","hg19_HOXD4","mm10_Hoxd4"
"mm10_Hoxd8","HOXD8",10473,"yes","Hoxd8","hg19_HOXD8","mm10_Hoxd8"
"mm10_Hoxd9","HOXD9",8409,"yes","Hoxd9","hg19_HOXD9","mm10_Hoxd9"
"mm10_Hp","HP",121756,"yes","Hp","hg19_HP","mm10_Hp"
"mm10_Hp1bp3","HP1BP3",7774,"yes","Hp1bp3","hg19_HP1BP3","mm10_Hp1bp3"
"mm10_Hpca","HPCA",55634,"yes","Hpca","hg19_HPCA","mm10_Hpca"
"mm10_Hpcal1","HPCAL1",37586,"yes","Hpcal1","hg19_HPCAL1","mm10_Hpcal1"
"mm10_Hpcal4","HPCAL4",9441,"yes","Hpcal4","hg19_HPCAL4","mm10_Hpcal4"
"mm10_Hpd","HPD",1620,"yes","Hpd","hg19_HPD","mm10_Hpd"
"mm10_Hpdl","HPDL",13109,"yes","Hpdl","hg19_HPDL","mm10_Hpdl"
"mm10_Hpf1","HPF1",32374,"yes","Hpf1","hg19_HPF1","mm10_Hpf1"
"mm10_Hpgd","HPGD",68095,"yes","Hpgd","hg19_HPGD","mm10_Hpgd"
"mm10_Hpgds","HPGDS",113741,"yes","Hpgds","hg19_HPGDS","mm10_Hpgds"
"mm10_Hpn","HPN",20498,"yes","Hpn","hg19_HPN","mm10_Hpn"
"mm10_Hprt","HPRT1",56590,"yes","Hprt","hg19_HPRT1","mm10_Hprt"
"mm10_Hps1","HPS1",163,"yes","Hps1","hg19_HPS1","mm10_Hps1"
"mm10_Hps3","HPS3",13019,"yes","Hps3","hg19_HPS3","mm10_Hps3"
"mm10_Hps4","HPS4",11123,"yes","Hps4","hg19_HPS4","mm10_Hps4"
"mm10_Hps5","HPS5",35333,"yes","Hps5","hg19_HPS5","mm10_Hps5"
"mm10_Hps6","HPS6",11691,"yes","Hps6","hg19_HPS6","mm10_Hps6"
"mm10_Hpse","HPSE",68528,"yes","Hpse","hg19_HPSE","mm10_Hpse"
"mm10_Hpse2","HPSE2",19680,"yes","Hpse2","hg19_HPSE2","mm10_Hpse2"
"mm10_Hpx","HPX",511,"yes","Hpx","hg19_HPX","mm10_Hpx"
"mm10_Hr","HR",3774,"yes","Hr","hg19_HR","mm10_Hr"
"mm10_Hras","HRAS",55890,"yes","Hras","hg19_HRAS","mm10_Hras"
"mm10_Hrasls","HRASLS",8452,"yes","Hrasls","hg19_HRASLS","mm10_Hrasls"
"mm10_Hrasls5","HRASLS5",12019,"yes","Hrasls5","hg19_HRASLS5","mm10_Hrasls5"
"mm10_Hrc","HRC",137234,"yes","Hrc","hg19_HRC","mm10_Hrc"
"mm10_Hrct1","HRCT1",NA,"yes","Hrct1","hg19_HRCT1","mm10_Hrct1"
"mm10_Hrg","HRG",137650,"yes","Hrg","hg19_HRG","mm10_Hrg"
"mm10_Hrh1","HRH1",668,"yes","Hrh1","hg19_HRH1","mm10_Hrh1"
"mm10_Hrh2","HRH2",40613,"yes","Hrh2","hg19_HRH2","mm10_Hrh2"
"mm10_Hrh3","HRH3",5232,"yes","Hrh3","hg19_HRH3","mm10_Hrh3"
"mm10_Hrh4","HRH4",11002,"yes","Hrh4","hg19_HRH4","mm10_Hrh4"
"mm10_Hrk","HRK",137206,"yes","Hrk","hg19_HRK","mm10_Hrk"
"mm10_Hrnr","HRNR",138092,"yes","Hrnr","hg19_HRNR","mm10_Hrnr"
"mm10_Hs1bp3","HS1BP3",10980,"yes","Hs1bp3","hg19_HS1BP3","mm10_Hs1bp3"
"mm10_Hs2st1","HS2ST1",8025,"yes","Hs2st1","hg19_HS2ST1","mm10_Hs2st1"
"mm10_Hs3st1","HS3ST1",3751,"yes","Hs3st1","hg19_HS3ST1","mm10_Hs3st1"
"mm10_Hs3st2","HS3ST2",21220,"yes","Hs3st2","hg19_HS3ST2","mm10_Hs3st2"
"mm10_Hs3st3a1","HS3ST3A1",88735,"yes","Hs3st3a1","hg19_HS3ST3A1","mm10_Hs3st3a1"
"mm10_Hs3st3b1","HS3ST3B1",88576,"yes","Hs3st3b1","hg19_HS3ST3B1","mm10_Hs3st3b1"
"mm10_Hs3st4","HS3ST4",82444,"yes","Hs3st4","hg19_HS3ST4","mm10_Hs3st4"
"mm10_Hs3st5","HS3ST5",17796,"yes","Hs3st5","hg19_HS3ST5","mm10_Hs3st5"
"mm10_Hs3st6","HS3ST6",84633,"yes","Hs3st6","hg19_HS3ST6","mm10_Hs3st6"
"mm10_Hs6st1","HS6ST1",75051,"yes","Hs6st1","hg19_HS6ST1","mm10_Hs6st1"
"mm10_Hs6st2","HS6ST2",9277,"yes","Hs6st2","hg19_HS6ST2","mm10_Hs6st2"
"mm10_Hs6st3","HS6ST3",89201,"yes","Hs6st3","hg19_HS6ST3","mm10_Hs6st3"
"mm10_Hsbp1","HSBP1",37494,"yes","Hsbp1","hg19_HSBP1","mm10_Hsbp1"
"mm10_Hsbp1l1","HSBP1L1",122116,"yes","Hsbp1l1","hg19_HSBP1L1","mm10_Hsbp1l1"
"mm10_Hscb","HSCB",13945,"yes","Hscb","hg19_HSCB","mm10_Hscb"
"mm10_Hsd11b1","HSD11B1",68471,"yes","Hsd11b1","hg19_HSD11B1","mm10_Hsd11b1"
"mm10_Hsd11b2","HSD11B2",20088,"yes","Hsd11b2","hg19_HSD11B2","mm10_Hsd11b2"
"mm10_Hsd17b1","HSD17B1",37303,"yes","Hsd17b1","hg19_HSD17B1","mm10_Hsd17b1"
"mm10_Hsd17b10","HSD17B10",68403,"yes","Hsd17b10","hg19_HSD17B10","mm10_Hsd17b10"
"mm10_Hsd17b11","HSD17B11",69209,"yes","Hsd17b11","hg19_HSD17B11","mm10_Hsd17b11"
"mm10_Hsd17b12","HSD17B12",95094,"yes","Hsd17b12","hg19_HSD17B12","mm10_Hsd17b12"
"mm10_Hsd17b13","HSD17B13",71549,"yes","Hsd17b13","hg19_HSD17B13","mm10_Hsd17b13"
"mm10_Hsd17b14","HSD17B14",133800,"yes","Hsd17b14","hg19_HSD17B14","mm10_Hsd17b14"
"mm10_Hsd17b2","HSD17B2",99709,"yes","Hsd17b2","hg19_HSD17B2","mm10_Hsd17b2"
"mm10_Hsd17b3","HSD17B3",20089,"yes","Hsd17b3","hg19_HSD17B3","mm10_Hsd17b3"
"mm10_Hsd17b4","HSD17B4",358,"yes","Hsd17b4","hg19_HSD17B4","mm10_Hsd17b4"
"mm10_Hsd17b6","HSD17B6",20811,"yes","Hsd17b6","hg19_HSD17B6","mm10_Hsd17b6"
"mm10_Hsd17b7","HSD17B7",40728,"yes","Hsd17b7","hg19_HSD17B7","mm10_Hsd17b7"
"mm10_H2-Ke6","HSD17B8",56588,"yes","H2-Ke6","hg19_HSD17B8","mm10_H2-Ke6"
"mm10_Hsd3b1","HSD3B1",69149,"yes","Hsd3b1","hg19_HSD3B1","mm10_Hsd3b1"
"mm10_Hsd3b2","HSD3B2",133013,"yes","Hsd3b2","hg19_HSD3B2","mm10_Hsd3b2"
"mm10_Hsd3b7","HSD3B7",41617,"yes","Hsd3b7","hg19_HSD3B7","mm10_Hsd3b7"
"mm10_Hsdl1","HSDL1",100660,"yes","Hsdl1","hg19_HSDL1","mm10_Hsdl1"
"mm10_Hsdl2","HSDL2",NA,"yes","Hsdl2","hg19_HSDL2","mm10_Hsdl2"
"mm10_Hsf1","HSF1",74556,"yes","Hsf1","hg19_HSF1","mm10_Hsf1"
"mm10_Hsf2","HSF2",37931,"yes","Hsf2","hg19_HSF2","mm10_Hsf2"
"mm10_Hsf2bp","HSF2BP",38263,"yes","Hsf2bp","hg19_HSF2BP","mm10_Hsf2bp"
"mm10_Hsf4","HSF4",100128,"yes","Hsf4","hg19_HSF4","mm10_Hsf4"
"mm10_Hsf5","HSF5",52701,"yes","Hsf5","hg19_HSF5","mm10_Hsf5"
"mm10_Hsfy2","HSFY2",134090,"yes","Hsfy2","hg19_HSFY2","mm10_Hsfy2"
"mm10_Hsh2d","HSH2D",13142,"yes","Hsh2d","hg19_HSH2D","mm10_Hsh2d"
"mm10_Hsp90aa1","HSP90AA1",68464,"yes","Hsp90aa1","hg19_HSP90AA1","mm10_Hsp90aa1"
"mm10_Hsp90ab1","HSP90AB1",74306,"yes","Hsp90ab1","hg19_HSP90AB1","mm10_Hsp90ab1"
"mm10_Hsp90b1","HSP90B1",2476,"yes","Hsp90b1","hg19_HSP90B1","mm10_Hsp90b1"
"mm10_Hspa12a","HSPA12A",18422,"yes","Hspa12a","hg19_HSPA12A","mm10_Hspa12a"
"mm10_Hspa12b","HSPA12B",41749,"yes","Hspa12b","hg19_HSPA12B","mm10_Hspa12b"
"mm10_Hspa13","HSPA13",5062,"yes","Hspa13","hg19_HSPA13","mm10_Hspa13"
"mm10_Hspa14","HSPA14",74307,"yes","Hspa14","hg19_HSPA14","mm10_Hspa14"
"mm10_Hspa1a","HSPA1A",74294,"yes","Hspa1a","hg19_HSPA1A","mm10_Hspa1a"
"mm10_Hspa1b","HSPA1B",133785,"yes","Hspa1b","hg19_HSPA1B","mm10_Hspa1b"
"mm10_Hspa1l","HSPA1L",135835,"yes","Hspa1l","hg19_HSPA1L","mm10_Hspa1l"
"mm10_Hspa2","HSPA2",68564,"yes","Hspa2","hg19_HSPA2","mm10_Hspa2"
"mm10_Hspa4","HSPA4",1624,"yes","Hspa4","hg19_HSPA4","mm10_Hspa4"
"mm10_Hspa4l","HSPA4L",22610,"yes","Hspa4l","hg19_HSPA4L","mm10_Hspa4l"
"mm10_Hspa5","HSPA5",3908,"yes","Hspa5","hg19_HSPA5","mm10_Hspa5"
"mm10_Hspa8","HSPA8",68524,"yes","Hspa8","hg19_HSPA8","mm10_Hspa8"
"mm10_Hspa9","HSPA9",39452,"yes","Hspa9","hg19_HSPA9","mm10_Hspa9"
"mm10_Hspb1","HSPB1",1180,"yes","Hspb1","hg19_HSPB1","mm10_Hspb1"
"mm10_Hspb11","HSPB11",22947,"yes","Hspb11","hg19_HSPB11","mm10_Hspb11"
"mm10_Hspb2","HSPB2",68189,"yes","Hspb2","hg19_HSPB2","mm10_Hspb2"
"mm10_Hspb3","HSPB3",31369,"yes","Hspb3","hg19_HSPB3","mm10_Hspb3"
"mm10_Hspb6","HSPB6",36931,"yes","Hspb6","hg19_HSPB6","mm10_Hspb6"
"mm10_Hspb7","HSPB7",8480,"yes","Hspb7","hg19_HSPB7","mm10_Hspb7"
"mm10_Hspb8","HSPB8",8654,"yes","Hspb8","hg19_HSPB8","mm10_Hspb8"
"mm10_Hspb9","HSPB9",50045,"yes","Hspb9","hg19_HSPB9","mm10_Hspb9"
"mm10_Hspbap1","HSPBAP1",11617,"yes","Hspbap1","hg19_HSPBAP1","mm10_Hspbap1"
"mm10_Hspbp1","HSPBP1",40827,"yes","Hspbp1","hg19_HSPBP1","mm10_Hspbp1"
"mm10_Hspd1","HSPD1",1626,"yes","Hspd1","hg19_HSPD1","mm10_Hspd1"
"mm10_Hspe1","HSPE1",20500,"yes","Hspe1","hg19_HSPE1","mm10_Hspe1"
"mm10_Hspg2","HSPG2",68473,"yes","Hspg2","hg19_HSPG2","mm10_Hspg2"
"mm10_Hsph1","HSPH1",21322,"yes","Hsph1","hg19_HSPH1","mm10_Hsph1"
"mm10_Htatip2","HTATIP2",4676,"yes","Htatip2","hg19_HTATIP2","mm10_Htatip2"
"mm10_Htatsf1","HTATSF1",40950,"yes","Htatsf1","hg19_HTATSF1","mm10_Htatsf1"
"mm10_Htr1a","HTR1A",20148,"yes","Htr1a","hg19_HTR1A","mm10_Htr1a"
"mm10_Htr1b","HTR1B",669,"yes","Htr1b","hg19_HTR1B","mm10_Htr1b"
"mm10_Htr1d","HTR1D",20240,"yes","Htr1d","hg19_HTR1D","mm10_Htr1d"
"mm10_Htr1f","HTR1F",37361,"yes","Htr1f","hg19_HTR1F","mm10_Htr1f"
"mm10_Htr2a","HTR2A",68073,"yes","Htr2a","hg19_HTR2A","mm10_Htr2a"
"mm10_Htr2b","HTR2B",55492,"yes","Htr2b","hg19_HTR2B","mm10_Htr2b"
"mm10_Htr2c","HTR2C",20242,"yes","Htr2c","hg19_HTR2C","mm10_Htr2c"
"mm10_Htr3a","HTR3A",671,"yes","Htr3a","hg19_HTR3A","mm10_Htr3a"
"mm10_Htr3b","HTR3B",38131,"yes","Htr3b","hg19_HTR3B","mm10_Htr3b"
"mm10_Htr4","HTR4",20243,"yes","Htr4","hg19_HTR4","mm10_Htr4"
"mm10_Htr5a","HTR5A",22461,"yes","Htr5a","hg19_HTR5A","mm10_Htr5a"
"mm10_Htr6","HTR6",673,"yes","Htr6","hg19_HTR6","mm10_Htr6"
"mm10_Htr7","HTR7",20244,"yes","Htr7","hg19_HTR7","mm10_Htr7"
"mm10_Htra1","HTRA1",31114,"yes","Htra1","hg19_HTRA1","mm10_Htra1"
"mm10_Htra2","HTRA2",113300,"yes","Htra2","hg19_HTRA2","mm10_Htra2"
"mm10_Htra3","HTRA3",12697,"yes","Htra3","hg19_HTRA3","mm10_Htra3"
"mm10_Htra4","HTRA4",17801,"yes","Htra4","hg19_HTRA4","mm10_Htra4"
"mm10_Htt","HTT",1593,"yes","Htt","hg19_HTT","mm10_Htt"
"mm10_Hunk","HUNK",8742,"yes","Hunk","hg19_HUNK","mm10_Hunk"
"mm10_Hus1","HUS1",37932,"yes","Hus1","hg19_HUS1","mm10_Hus1"
"mm10_Hus1b","HUS1B",51833,"yes","Hus1b","hg19_HUS1B","mm10_Hus1b"
"mm10_Huwe1","HUWE1",45994,"yes","Huwe1","hg19_HUWE1","mm10_Huwe1"
"mm10_Hvcn1","HVCN1",12535,"yes","Hvcn1","hg19_HVCN1","mm10_Hvcn1"
"mm10_Hyal1","HYAL1",5277,"yes","Hyal1","hg19_HYAL1","mm10_Hyal1"
"mm10_Hyal2","HYAL2",7776,"yes","Hyal2","hg19_HYAL2","mm10_Hyal2"
"mm10_Hyal3","HYAL3",2626,"yes","Hyal3","hg19_HYAL3","mm10_Hyal3"
"mm10_Hyal4","HYAL4",69117,"yes","Hyal4","hg19_HYAL4","mm10_Hyal4"
"mm10_Hyal6","HYAL6P",78028,"yes","Hyal6","hg19_HYAL6P","mm10_Hyal6"
"mm10_Hydin","HYDIN",52118,"yes","Hydin","hg19_HYDIN","mm10_Hydin"
"mm10_Hyi","HYI",NA,"yes","Hyi","hg19_HYI","mm10_Hyi"
"mm10_Hykk","HYKK",16057,"yes","Hykk","hg19_HYKK","mm10_Hykk"
"mm10_Hyls1","HYLS1",82283,"yes","Hyls1","hg19_HYLS1","mm10_Hyls1"
"mm10_Hymai","HYMAI",NA,"yes","Hymai","hg19_HYMAI","mm10_Hymai"
"mm10_Hyou1","HYOU1",4658,"yes","Hyou1","hg19_HYOU1","mm10_Hyou1"
"mm10_Hypk","HYPK",9498,"yes","Hypk","hg19_HYPK","mm10_Hypk"
"mm10_Hypm","HYPM",12115,"yes","Hypm","hg19_HYPM","mm10_Hypm"
"mm10_Iah1","IAH1",41674,"yes","Iah1","hg19_IAH1","mm10_Iah1"
"mm10_Iapp","IAPP",36024,"yes","Iapp","hg19_IAPP","mm10_Iapp"
"mm10_Iars","IARS",5325,"yes","Iars","hg19_IARS","mm10_Iars"
"mm10_Iars2","IARS2",7118,"yes","Iars2","hg19_IARS2","mm10_Iars2"
"mm10_Iba57","IBA57",13844,"yes","Iba57","hg19_IBA57","mm10_Iba57"
"mm10_Ibsp","IBSP",3644,"yes","Ibsp","hg19_IBSP","mm10_Ibsp"
"mm10_Ibtk","IBTK",34661,"yes","Ibtk","hg19_IBTK","mm10_Ibtk"
"mm10_Ica1","ICA1",7777,"yes","Ica1","hg19_ICA1","mm10_Ica1"
"mm10_Ica1l","ICA1L",16323,"yes","Ica1l","hg19_ICA1L","mm10_Ica1l"
"mm10_Icam1","ICAM1",168,"yes","Icam1","hg19_ICAM1","mm10_Icam1"
"mm10_Icam2","ICAM2",675,"yes","Icam2","hg19_ICAM2","mm10_Icam2"
"mm10_Icam4","ICAM4",74401,"yes","Icam4","hg19_ICAM4","mm10_Icam4"
"mm10_Icam5","ICAM5",2447,"yes","Icam5","hg19_ICAM5","mm10_Icam5"
"mm10_Ice1","ICE1",18902,"yes","Ice1","hg19_ICE1","mm10_Ice1"
"mm10_Ice2","ICE2",11618,"yes","Ice2","hg19_ICE2","mm10_Ice2"
"mm10_Ick","ICK",69218,"yes","Ick","hg19_ICK","mm10_Ick"
"mm10_Icmt","ICMT",5735,"yes","Icmt","hg19_ICMT","mm10_Icmt"
"mm10_Icos","ICOS",8097,"yes","Icos","hg19_ICOS","mm10_Icos"
"mm10_Icosl","ICOSLG",49412,"yes","Icosl","hg19_ICOSLG","mm10_Icosl"
"mm10_Id1","ID1",1631,"yes","Id1","hg19_ID1","mm10_Id1"
"mm10_Id2","ID2",1632,"yes","Id2","hg19_ID2","mm10_Id2"
"mm10_Id3","ID3",1633,"yes","Id3","hg19_ID3","mm10_Id3"
"mm10_Id4","ID4",1186,"yes","Id4","hg19_ID4","mm10_Id4"
"mm10_Ide","IDE",3645,"yes","Ide","hg19_IDE","mm10_Ide"
"mm10_Idh1","IDH1",21195,"yes","Idh1","hg19_IDH1","mm10_Idh1"
"mm10_Idh2","IDH2",37590,"yes","Idh2","hg19_IDH2","mm10_Idh2"
"mm10_Idh3a","IDH3A",4037,"yes","Idh3a","hg19_IDH3A","mm10_Idh3a"
"mm10_Idh3b","IDH3B",5035,"yes","Idh3b","hg19_IDH3B","mm10_Idh3b"
"mm10_Idh3g","IDH3G",55803,"yes","Idh3g","hg19_IDH3G","mm10_Idh3g"
"mm10_Idi1","IDI1",3315,"yes","Idi1","hg19_IDI1","mm10_Idi1"
"mm10_Idi2","IDI2",136408,"yes","Idi2","hg19_IDI2","mm10_Idi2"
"mm10_Idnk","IDNK",5666,"yes","Idnk","hg19_IDNK","mm10_Idnk"
"mm10_Ido1","IDO1",48082,"yes","Ido1","hg19_IDO1","mm10_Ido1"
"mm10_Ido2","IDO2",48830,"yes","Ido2","hg19_IDO2","mm10_Ido2"
"mm10_Ids","IDS",169,"yes","Ids","hg19_IDS","mm10_Ids"
"mm10_Idua","IDUA",170,"yes","Idua","hg19_IDUA","mm10_Idua"
"mm10_Ier2","IER2",3607,"yes","Ier2","hg19_IER2","mm10_Ier2"
"mm10_Ier3","IER3",2894,"yes","Ier3","hg19_IER3","mm10_Ier3"
"mm10_Ier3ip1","IER3IP1",41106,"yes","Ier3ip1","hg19_IER3IP1","mm10_Ier3ip1"
"mm10_Ier5","IER5",7778,"yes","Ier5","hg19_IER5","mm10_Ier5"
"mm10_Ier5l","IER5L",69468,"yes","Ier5l","hg19_IER5L","mm10_Ier5l"
"mm10_Iffo1","IFFO1",18706,"yes","Iffo1","hg19_IFFO1","mm10_Iffo1"
"mm10_Iffo2","IFFO2",102202,"yes","Iffo2","hg19_IFFO2","mm10_Iffo2"
"mm10_Ifi203","IFI16",115929,"no","Ifi203","hg19_IFI16","mm10_Ifi203"
"mm10_Ifi27","IFI27",134610,"yes","Ifi27","hg19_IFI27","mm10_Ifi27"
"mm10_Ifi27l2a","IFI27L2",137395,"yes","Ifi27l2a","hg19_IFI27L2","mm10_Ifi27l2a"
"mm10_Ifi30","IFI30",38171,"yes","Ifi30","hg19_IFI30","mm10_Ifi30"
"mm10_Ifi35","IFI35",4040,"yes","Ifi35","hg19_IFI35","mm10_Ifi35"
"mm10_Ifi44","IFI44",4683,"yes","Ifi44","hg19_IFI44","mm10_Ifi44"
"mm10_Ifi44l","IFI44L",48468,"yes","Ifi44l","hg19_IFI44L","mm10_Ifi44l"
"mm10_Ifih1","IFIH1",32535,"yes","Ifih1","hg19_IFIH1","mm10_Ifih1"
"mm10_Ifit1","IFIT1",22462,"yes","Ifit1","hg19_IFIT1","mm10_Ifit1"
"mm10_Ifit1bl1","IFIT1B",78213,"yes","Ifit1bl1","hg19_IFIT1B","mm10_Ifit1bl1"
"mm10_Ifit2","IFIT2",1187,"yes","Ifit2","hg19_IFIT2","mm10_Ifit2"
"mm10_Ifit3","IFIT3",1189,"yes","Ifit3","hg19_IFIT3","mm10_Ifit3"
"mm10_Ifitm1","IFITM1",135938,"yes","Ifitm1","hg19_IFITM1","mm10_Ifitm1"
"mm10_Ifitm10","IFITM10",NA,"yes","Ifitm10","hg19_IFITM10","mm10_Ifitm10"
"mm10_Ifitm2","IFITM2",74574,"yes","Ifitm2","hg19_IFITM2","mm10_Ifitm2"
"mm10_Ifitm3","IFITM3",136199,"yes","Ifitm3","hg19_IFITM3","mm10_Ifitm3"
"mm10_Ifitm5","IFITM5",14210,"yes","Ifitm5","hg19_IFITM5","mm10_Ifitm5"
"mm10_Ifna1","IFNA4",68536,"no","Ifna1","hg19_IFNA4","mm10_Ifna1"
"mm10_Ifnar1","IFNAR1",524,"yes","Ifnar1","hg19_IFNAR1","mm10_Ifnar1"
"mm10_Ifnar2","IFNAR2",49242,"yes","Ifnar2","hg19_IFNAR2","mm10_Ifnar2"
"mm10_Ifnb1","IFNB1",1640,"yes","Ifnb1","hg19_IFNB1","mm10_Ifnb1"
"mm10_Ifne","IFNE",18534,"yes","Ifne","hg19_IFNE","mm10_Ifne"
"mm10_Ifng","IFNG",55526,"yes","Ifng","hg19_IFNG","mm10_Ifng"
"mm10_Ifngas1","IFNG-AS1",NA,"yes","Ifngas1","hg19_IFNG-AS1","mm10_Ifngas1"
"mm10_Ifngr1","IFNGR1",359,"yes","Ifngr1","hg19_IFNGR1","mm10_Ifngr1"
"mm10_Ifngr2","IFNGR2",4041,"yes","Ifngr2","hg19_IFNGR2","mm10_Ifngr2"
"mm10_Ifnk","IFNK",36384,"yes","Ifnk","hg19_IFNK","mm10_Ifnk"
"mm10_Ifnl2","IFNL2",77540,"yes","Ifnl2","hg19_IFNL2","mm10_Ifnl2"
"mm10_Ifnl3","IFNL3",77540,"yes","Ifnl3","hg19_IFNL3","mm10_Ifnl3"
"mm10_Ifnlr1","IFNLR1",52086,"yes","Ifnlr1","hg19_IFNLR1","mm10_Ifnlr1"
"mm10_Ifrd1","IFRD1",31043,"yes","Ifrd1","hg19_IFRD1","mm10_Ifrd1"
"mm10_Ifrd2","IFRD2",21341,"yes","Ifrd2","hg19_IFRD2","mm10_Ifrd2"
"mm10_Ift122","IFT122",12819,"yes","Ift122","hg19_IFT122","mm10_Ift122"
"mm10_Ift140","IFT140",40979,"yes","Ift140","hg19_IFT140","mm10_Ift140"
"mm10_Ift172","IFT172",15202,"yes","Ift172","hg19_IFT172","mm10_Ift172"
"mm10_Ift20","IFT20",49559,"yes","Ift20","hg19_IFT20","mm10_Ift20"
"mm10_Ift22","IFT22",11253,"yes","Ift22","hg19_IFT22","mm10_Ift22"
"mm10_Ift27","IFT27",4998,"yes","Ift27","hg19_IFT27","mm10_Ift27"
"mm10_Ift43","IFT43",12641,"yes","Ift43","hg19_IFT43","mm10_Ift43"
"mm10_Ift46","IFT46",10596,"yes","Ift46","hg19_IFT46","mm10_Ift46"
"mm10_Ift52","IFT52",9335,"yes","Ift52","hg19_IFT52","mm10_Ift52"
"mm10_Ift57","IFT57",32383,"yes","Ift57","hg19_IFT57","mm10_Ift57"
"mm10_Ift74","IFT74",11831,"yes","Ift74","hg19_IFT74","mm10_Ift74"
"mm10_Ift80","IFT80",12253,"yes","Ift80","hg19_IFT80","mm10_Ift80"
"mm10_Ift81","IFT81",7664,"yes","Ift81","hg19_IFT81","mm10_Ift81"
"mm10_Ift88","IFT88",4761,"yes","Ift88","hg19_IFT88","mm10_Ift88"
"mm10_Igbp1","IGBP1",44067,"yes","Igbp1","hg19_IGBP1","mm10_Igbp1"
"mm10_Igdcc3","IGDCC3",3590,"yes","Igdcc3","hg19_IGDCC3","mm10_Igdcc3"
"mm10_Igdcc4","IGDCC4",10570,"yes","Igdcc4","hg19_IGDCC4","mm10_Igdcc4"
"mm10_Igf1","IGF1",515,"yes","Igf1","hg19_IGF1","mm10_Igf1"
"mm10_Igf1r","IGF1R",30997,"yes","Igf1r","hg19_IGF1R","mm10_Igf1r"
"mm10_Igf2","IGF2",510,"yes","Igf2","hg19_IGF2","mm10_Igf2"
"mm10_Igf2os","IGF2-AS",NA,"yes","Igf2os","hg19_IGF2-AS","mm10_Igf2os"
"mm10_Igf2bp1","IGF2BP1",4772,"yes","Igf2bp1","hg19_IGF2BP1","mm10_Igf2bp1"
"mm10_Igf2bp2","IGF2BP2",4774,"yes","Igf2bp2","hg19_IGF2BP2","mm10_Igf2bp2"
"mm10_Igf2bp3","IGF2BP3",4773,"yes","Igf2bp3","hg19_IGF2BP3","mm10_Igf2bp3"
"mm10_Igf2r","IGF2R",676,"yes","Igf2r","hg19_IGF2R","mm10_Igf2r"
"mm10_Igfals","IGFALS",37987,"yes","Igfals","hg19_IGFALS","mm10_Igfals"
"mm10_Igfbp1","IGFBP1",498,"yes","Igfbp1","hg19_IGFBP1","mm10_Igfbp1"
"mm10_Igfbp2","IGFBP2",499,"yes","Igfbp2","hg19_IGFBP2","mm10_Igfbp2"
"mm10_Igfbp3","IGFBP3",500,"yes","Igfbp3","hg19_IGFBP3","mm10_Igfbp3"
"mm10_Igfbp4","IGFBP4",1192,"yes","Igfbp4","hg19_IGFBP4","mm10_Igfbp4"
"mm10_Igfbp5","IGFBP5",56489,"yes","Igfbp5","hg19_IGFBP5","mm10_Igfbp5"
"mm10_Igfbp6","IGFBP6",1641,"yes","Igfbp6","hg19_IGFBP6","mm10_Igfbp6"
"mm10_Igfbp7","IGFBP7",1193,"yes","Igfbp7","hg19_IGFBP7","mm10_Igfbp7"
"mm10_Igfbpl1","IGFBPL1",10292,"yes","Igfbpl1","hg19_IGFBPL1","mm10_Igfbpl1"
"mm10_Igfl3","IGFL3",74410,"no","Igfl3","hg19_IGFL3","mm10_Igfl3"
"mm10_Igflr1","IGFLR1",49779,"yes","Igflr1","hg19_IGFLR1","mm10_Igflr1"
"mm10_Igfn1","IGFN1",130054,"yes","Igfn1","hg19_IGFN1","mm10_Igfn1"
"mm10_Ighmbp2","IGHMBP2",1642,"yes","Ighmbp2","hg19_IGHMBP2","mm10_Ighmbp2"
"mm10_Igip","IGIP",128307,"yes","Igip","hg19_IGIP","mm10_Igip"
"mm10_Igll1","IGLL1",131669,"no","Igll1","hg19_IGLL1","mm10_Igll1"
